"coc.state","coc.number","ec.geocode","ec.name","d.grantee.type","d.esg.coterm","d.esg.bounce","d.grantee.metro","d.grantee.urban","d.grantee.nonec"
"wa","wa-501","539055","san juan county","non-ec",0,1,0,0,1
"wa","wa-501","539057","skagit county","non-ec",0,1,0,0,1
"wa","wa-501","539059","skamania county","non-ec",0,1,0,0,1
"wa","wa-501","539065","stevens county","non-ec",0,1,0,0,1
"wa","wa-501","539069","wahkiakum county","non-ec",0,1,0,0,1
"wa","wa-501","539071","walla walla county","non-ec",0,1,0,0,1
"wa","wa-501","539073","whatcom county","non-ec",0,1,0,0,1
"wa","wa-501","539075","whitman county","non-ec",0,1,0,0,1
"wa","wa-501","539077","yakima county","non-ec",0,1,0,0,1
"wa","wa-502","531488","spokane","metro",1,0,1,0,0
"wa","wa-502","539063","spokane county","urban",1,0,0,1,0
"wa","wa-503","531554","tacoma","metro",1,0,1,0,0
"wa","wa-503","539053","pierce county","urban",1,0,0,1,0
"wa","wa-503","530795","lakewood","metro",0,1,1,0,0
"wa","wa-504","539061","snohomish county","urban",1,0,0,1,0
"wa","wa-504","530480","everett","metro",0,1,1,0,0
"wa","wa-504","530906","marysville","metro",0,1,1,0,0
"wa","wa-508","531668","vancouver","metro",0,1,1,0,0
"wa","wa-508","539011","clark county","urban",0,1,0,1,0
"wv","wv-500","541392","weirton","metro",0,1,1,0,0
"wv","wv-500","541446","wheeling","metro",0,1,1,0,0
"wv","wv-500","549009","brooke county","non-ec",0,1,0,0,1
"wv","wv-500","549029","hancock county","non-ec",0,1,0,0,1
"wv","wv-500","549051","marshall county","non-ec",0,1,0,0,1
"wv","wv-500","549069","ohio county","non-ec",0,1,0,0,1
"wv","wv-500","549103","wetzel county","non-ec",0,1,0,0,1
"wv","wv-501","540666","huntington","metro",1,0,1,0,0
"wv","wv-501","549011","cabell county","non-ec",0,1,0,0,1
"wv","wv-501","549099","wayne county","non-ec",0,1,0,0,1
"wv","wv-503","540264","charleston","metro",1,0,1,0,0
"wv","wv-503","549005","boone county","non-ec",0,1,0,0,1
"wv","wv-503","549015","clay county","non-ec",0,1,0,0,1
"wv","wv-503","549039","kanawha county","non-ec",0,1,0,0,1
"wv","wv-503","549079","putnam county","non-ec",0,1,0,0,1
"wv","wv-508","540090","beckley city","metro",0,1,1,0,0
"wv","wv-508","540846","martinsburg","metro",0,1,1,0,0
"wv","wv-508","540930","morgantown","metro",0,1,1,0,0
"wv","wv-508","541038","parkersburg","metro",0,1,1,0,0
"wv","wv-508","541368","vienna city","metro",0,1,1,0,0
"wv","wv-508","549001","barbour county","non-ec",0,1,0,0,1
"wv","wv-508","549003","berkeley county","non-ec",0,1,0,0,1
"wv","wv-508","549007","braxton county","non-ec",0,1,0,0,1
"wv","wv-508","549013","calhoun county","non-ec",0,1,0,0,1
"wv","wv-508","549017","doddridge county","non-ec",0,1,0,0,1
"wv","wv-508","549019","fayette county","non-ec",0,1,0,0,1
"wv","wv-508","549021","gilmer county","non-ec",0,1,0,0,1
"wv","wv-508","549023","grant county","non-ec",0,1,0,0,1
"wv","wv-508","549025","greenbrier county","non-ec",0,1,0,0,1
"wv","wv-508","549027","hampshire county","non-ec",0,1,0,0,1
"wv","wv-508","549031","hardy county","non-ec",0,1,0,0,1
"wv","wv-508","549033","harrison county","non-ec",0,1,0,0,1
"wv","wv-508","549035","jackson county","non-ec",0,1,0,0,1
"wv","wv-508","549037","jefferson county","non-ec",0,1,0,0,1
"wv","wv-508","549041","lewis county","non-ec",0,1,0,0,1
"wv","wv-508","549043","lincoln county","non-ec",0,1,0,0,1
"wv","wv-508","549045","logan county","non-ec",0,1,0,0,1
"wv","wv-508","549049","marion county","non-ec",0,1,0,0,1
"wv","wv-508","549053","mason county","non-ec",0,1,0,0,1
"wv","wv-508","549047","mcdowell county","non-ec",0,1,0,0,1
"wv","wv-508","549055","mercer county","non-ec",0,1,0,0,1
"wv","wv-508","549057","mineral county","non-ec",0,1,0,0,1
"wv","wv-508","549059","mingo county","non-ec",0,1,0,0,1
"wv","wv-508","549061","monongalia county","non-ec",0,1,0,0,1
"wv","wv-508","549063","monroe county","non-ec",0,1,0,0,1
"wv","wv-508","549065","morgan county","non-ec",0,1,0,0,1
"wv","wv-508","549067","nicholas county","non-ec",0,1,0,0,1
"wv","wv-508","549071","pendleton county","non-ec",0,1,0,0,1
"wv","wv-508","549073","pleasants county","non-ec",0,1,0,0,1
"wv","wv-508","549075","pocahontas county","non-ec",0,1,0,0,1
"wv","wv-508","549077","preston county","non-ec",0,1,0,0,1
"wv","wv-508","549081","raleigh county","non-ec",0,1,0,0,1
"wv","wv-508","549083","randolph county","non-ec",0,1,0,0,1
"wv","wv-508","549085","ritchie county","non-ec",0,1,0,0,1
"wv","wv-508","549087","roane county","non-ec",0,1,0,0,1
"wv","wv-508","549089","summers county","non-ec",0,1,0,0,1
"wv","wv-508","549091","taylor county","non-ec",0,1,0,0,1
"wv","wv-508","549093","tucker county","non-ec",0,1,0,0,1
"wv","wv-508","549095","tyler county","non-ec",0,1,0,0,1
"wv","wv-508","549097","upshur county","non-ec",0,1,0,0,1
"wv","wv-508","549101","webster county","non-ec",0,1,0,0,1
"wv","wv-508","549105","wirt county","non-ec",0,1,0,0,1
"wv","wv-508","549107","wood county","non-ec",0,1,0,0,1
"wv","wv-508","549109","wyoming county","non-ec",0,1,0,0,1
"wi","wi-500","550216","appleton","metro",0,1,1,0,0
"wi","wi-500","550568","beloit","metro",0,1,1,0,0
"wi","wi-500","551920","eau claire","metro",0,1,1,0,0
"wi","wi-500","552264","fond du lac","metro",0,1,1,0,0
"wi","wi-500","552664","green bay","metro",0,1,1,0,0
"wi","wi-500","553224","janesville","metro",0,1,1,0,0
"wi","wi-500","553316","kenosha","metro",0,1,1,0,0
"wi","wi-500","553428","la crosse","metro",0,1,1,0,0
"wi","wi-500","554588","neenah","metro",0,1,1,0,0
"wi","wi-500","554960","oshkosh","metro",0,1,1,0,0
"wi","wi-500","556000","sheboygan","metro",0,1,1,0,0
"wi","wi-500","556492","superior","metro",0,1,1,0,0
"wi","wi-500","556948","waukesha","metro",0,1,1,0,0
"wi","wi-500","556980","wausau","metro",0,1,1,0,0
"wi","wi-500","559133","waukesha county","urban",0,1,0,1,0
"wi","wi-500","559001","adams county","non-ec",0,1,0,0,1
"wi","wi-500","559003","ashland county","non-ec",0,1,0,0,1
"wi","wi-500","559005","barron county","non-ec",0,1,0,0,1
"wi","wi-500","559007","bayfield county","non-ec",0,1,0,0,1
"wi","wi-500","559009","brown county","non-ec",0,1,0,0,1
"wi","wi-500","559011","buffalo county","non-ec",0,1,0,0,1
"wi","wi-500","559013","burnett county","non-ec",0,1,0,0,1
"wi","wi-500","559015","calumet county","non-ec",0,1,0,0,1
"wi","wi-500","559017","chippewa county","non-ec",0,1,0,0,1
"wi","wi-500","559019","clark county","non-ec",0,1,0,0,1
"wi","wi-500","559021","columbia county","non-ec",0,1,0,0,1
"wi","wi-500","559023","crawford county","non-ec",0,1,0,0,1
"wi","wi-500","559027","dodge county","non-ec",0,1,0,0,1
"wi","wi-500","559029","door county","non-ec",0,1,0,0,1
"wi","wi-500","559031","douglas county","non-ec",0,1,0,0,1
"wi","wi-500","559033","dunn county","non-ec",0,1,0,0,1
"wi","wi-500","559035","eau claire county","non-ec",0,1,0,0,1
"wi","wi-500","559037","florence county","non-ec",0,1,0,0,1
"wi","wi-500","559039","fond du lac county","non-ec",0,1,0,0,1
"wi","wi-500","559041","forest county","non-ec",0,1,0,0,1
"wi","wi-500","559043","grant county","non-ec",0,1,0,0,1
"wi","wi-500","559045","green county","non-ec",0,1,0,0,1
"wi","wi-500","559047","green lake county","non-ec",0,1,0,0,1
"wi","wi-500","559049","iowa county","non-ec",0,1,0,0,1
"wi","wi-500","559051","iron county","non-ec",0,1,0,0,1
"wi","wi-500","559053","jackson county","non-ec",0,1,0,0,1
"wi","wi-500","559055","jefferson county","non-ec",0,1,0,0,1
"wi","wi-500","559057","juneau county","non-ec",0,1,0,0,1
"wi","wi-500","559059","kenosha county","non-ec",0,1,0,0,1
"wi","wi-500","559061","kewaunee county","non-ec",0,1,0,0,1
"wi","wi-500","559063","la crosse county","non-ec",0,1,0,0,1
"wi","wi-500","559065","lafayette county","non-ec",0,1,0,0,1
"wi","wi-500","559067","langlade county","non-ec",0,1,0,0,1
"wi","wi-500","559069","lincoln county","non-ec",0,1,0,0,1
"wi","wi-500","559071","manitowoc county","non-ec",0,1,0,0,1
"wi","wi-500","559073","marathon county","non-ec",0,1,0,0,1
"wi","wi-500","559075","marinette county","non-ec",0,1,0,0,1
"wi","wi-500","559077","marquette county","non-ec",0,1,0,0,1
"wi","wi-500","559078","menominee county","non-ec",0,1,0,0,1
"wi","wi-500","559081","monroe county","non-ec",0,1,0,0,1
"wi","wi-500","559083","oconto county","non-ec",0,1,0,0,1
"wi","wi-500","559085","oneida county","non-ec",0,1,0,0,1
"wi","wi-500","559087","outagamie county","non-ec",0,1,0,0,1
"wi","wi-500","559089","ozaukee county","non-ec",0,1,0,0,1
"wi","wi-500","559091","pepin county","non-ec",0,1,0,0,1
"wi","wi-500","559093","pierce county","non-ec",0,1,0,0,1
"wi","wi-500","559095","polk county","non-ec",0,1,0,0,1
"wi","wi-500","559097","portage county","non-ec",0,1,0,0,1
"wi","wi-500","559099","price county","non-ec",0,1,0,0,1
"wi","wi-500","559103","richland county","non-ec",0,1,0,0,1
"wi","wi-500","559105","rock county","non-ec",0,1,0,0,1
"wi","wi-500","559107","rusk county","non-ec",0,1,0,0,1
"wi","wi-500","559111","sauk county","non-ec",0,1,0,0,1
"wi","wi-500","559113","sawyer county","non-ec",0,1,0,0,1
"wi","wi-500","559115","shawano county","non-ec",0,1,0,0,1
"wi","wi-500","559117","sheboygan county","non-ec",0,1,0,0,1
"wi","wi-500","559109","st croix county","non-ec",0,1,0,0,1
"wi","wi-500","559119","taylor county","non-ec",0,1,0,0,1
"wi","wi-500","559121","trempealeau county","non-ec",0,1,0,0,1
"wi","wi-500","559123","vernon county","non-ec",0,1,0,0,1
"wi","wi-500","559125","vilas county ,40","non-ec",0,1,0,0,1
"wi","wi-500","559127","walworth county","non-ec",0,1,0,0,1
"wi","wi-500","559129","washburn county","non-ec",0,1,0,0,1
"wi","wi-500","559131","washington county","non-ec",0,1,0,0,1
"wi","wi-500","559135","waupaca county","non-ec",0,1,0,0,1
"wi","wi-500","559137","waushara county","non-ec",0,1,0,0,1
"wi","wi-500","559139","winnebago county","non-ec",0,1,0,0,1
"wi","wi-500","559141","wood county","non-ec",0,1,0,0,1
"wi","wi-501","554340","milwaukee","metro",1,0,1,0,0
"wi","wi-501","559079","milwaukee county","urban",1,0,0,1,0
"wi","wi-501","557008","wauwatosa","metro",0,1,1,0,0
"wi","wi-501","557056","west allis","metro",0,1,1,0,0
"wi","wi-502","555424","racine","metro",1,0,1,0,0
"wi","wi-502","559101","racine county","non-ec",0,1,0,0,1
"wi","wi-503","553944","madison","metro",1,0,1,0,0
"wi","wi-503","559025","dane county","urban",0,1,0,1,0
"wy","wy-500","560060","cheyenne","metro",0,1,1,0,0
"wy","wy-500","569001","albany county","non-ec",0,1,0,0,1
"wy","wy-500","569003","big horn county","non-ec",0,1,0,0,1
"wy","wy-500","569005","campbell county","non-ec",0,1,0,0,1
"wy","wy-500","569007","carbon county","non-ec",0,1,0,0,1
"wy","wy-500","569009","converse county","non-ec",0,1,0,0,1
"wy","wy-500","569011","crook county","non-ec",0,1,0,0,1
"wy","wy-500","569013","fremont county","non-ec",0,1,0,0,1
"wy","wy-500","569015","goshen county","non-ec",0,1,0,0,1
"wy","wy-500","569017","hot springs county","non-ec",0,1,0,0,1
"wy","wy-500","569019","johnson county","non-ec",0,1,0,0,1
"wy","wy-500","569021","laramie county","non-ec",0,1,0,0,1
"wy","wy-500","569023","lincoln county","non-ec",0,1,0,0,1
"wy","wy-500","569025","natrona county","non-ec",0,1,0,0,1
"wy","wy-500","569027","niobrara county","non-ec",0,1,0,0,1
"wy","wy-500","569029","park county","non-ec",0,1,0,0,1
"wy","wy-500","569031","platte county","non-ec",0,1,0,0,1
