"coc.number","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","coc.state","sample","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total"
"ma-516",2017,NA,NA,NA,NA,NA,NA,"ma","hic normal",1319,307,316,0,1146,3403
"ma-517",2017,NA,NA,NA,NA,NA,NA,"ma","hic normal",78,47,9,0,126,293
"ma-519",2017,NA,NA,NA,NA,NA,NA,"ma","hic normal",170,55,0,0,79,310
"md-500",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",80,36,23,0,63,240
"md-501",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",1240,1169,474,20,4252,7155
"md-502",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",83,60,0,0,139,282
"md-503",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",148,25,87,0,324,584
"md-504",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",98,0,0,0,103,203
"md-505",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",394,56,362,0,522,1334
"md-506",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",73,14,32,25,41,185
"md-507",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",22,110,62,0,122,316
"md-508",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",119,46,22,0,273,461
"md-509",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",155,127,0,0,49,331
"md-510",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",21,9,0,0,17,47
"md-511",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",43,45,1,0,121,210
"md-512",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",213,68,39,0,103,423
"md-513",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",177,41,17,0,264,499
"md-600",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",196,193,113,0,236,923
"md-601",2017,NA,NA,NA,NA,NA,NA,"md","hic normal",272,198,180,40,1829,2720
"me-500",2017,NA,NA,NA,NA,NA,NA,"me","hic normal",1217,1225,369,15,2500,5350
"mi-500",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",1130,321,850,0,825,7763
"mi-501",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",1163,797,633,21,2843,10128
"mi-502",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",114,69,168,7,1619,1977
"mi-503",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",182,108,31,16,272,1526
"mi-504",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",162,107,87,0,729,2551
"mi-505",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",239,67,111,0,410,2531
"mi-506",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",588,206,274,0,890,4384
"mi-507",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",530,71,118,0,481,2274
"mi-508",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",283,59,130,0,552,2486
"mi-509",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",167,60,270,0,843,1889
"mi-510",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",210,214,34,6,380,1563
"mi-511",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",67,50,34,0,12,328
"mi-512",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",147,24,19,0,309,688
"mi-513",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",36,33,41,0,56,372
"mi-514",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",150,76,10,13,149,525
"mi-515",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",86,119,119,0,33,357
"mi-516",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",127,17,87,0,229,1123
"mi-517",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",108,88,53,0,108,737
"mi-518",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",36,52,10,0,43,354
"mi-519",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",138,221,23,0,109,889
"mi-523",2017,NA,NA,NA,NA,NA,NA,"mi","hic normal",47,92,24,0,21,436
"mn-500",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",1650,1244,1230,0,4954,10369
"mn-501",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",837,650,514,0,2414,4756
"mn-502",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",182,320,62,0,533,1303
"mn-503",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",296,126,333,0,729,1484
"mn-504",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",28,46,48,0,179,301
"mn-505",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",299,329,104,0,305,1286
"mn-506",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",104,194,3,0,378,695
"mn-508",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",124,87,26,0,452,766
"mn-509",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",189,189,49,0,735,1162
"mn-511",2017,NA,NA,NA,NA,NA,NA,"mn","hic normal",57,62,27,0,198,344
"mo-500",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",201,210,156,0,363,930
"mo-501",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",658,680,65,0,1764,3167
"mo-503",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",110,145,50,0,79,451
"mo-600",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",269,48,83,0,153,566
"mo-602",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",269,72,103,0,163,607
"mo-603",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",95,77,12,18,237,439
"mo-604",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",1109,708,433,14,1929,4193
"mo-606",2017,NA,NA,NA,NA,NA,NA,"mo","hic normal",1206,331,230,8,1508,3283
"mp-500",2017,NA,NA,NA,NA,NA,NA,"mp","hic normal",41,0,0,0,0,41
"ms-500",2017,NA,NA,NA,NA,NA,NA,"ms","hic normal",233,231,272,0,157,893
"ms-501",2017,NA,NA,NA,NA,NA,NA,"ms","hic normal",545,219,671,0,138,1573
"ms-503",2017,NA,NA,NA,NA,NA,NA,"ms","hic normal",64,30,238,0,66,398
"mt-500",2017,NA,NA,NA,NA,NA,NA,"mt","hic normal",946,344,511,0,967,2782
"nc-500",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",364,103,123,0,466,1056
"nc-501",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",261,233,108,0,522,1174
"nc-502",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",258,61,141,0,340,800
"nc-503",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",2649,629,467,0,1731,5476
"nc-504",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",417,100,31,0,501,1073
"nc-505",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",827,360,1051,0,1253,3669
"nc-506",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",266,139,16,0,174,595
"nc-507",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",540,196,405,0,1146,2287
"nc-509",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",135,67,24,0,118,344
"nc-511",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",38,147,34,0,198,417
"nc-513",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",39,52,5,0,113,209
"nc-516",2017,NA,NA,NA,NA,NA,NA,"nc","hic normal",87,34,10,0,62,193
"nd-500",2017,NA,NA,NA,NA,NA,NA,"nd","hic normal",896,138,71,0,630,1735
"ne-500",2017,NA,NA,NA,NA,NA,NA,"ne","hic normal",398,259,259,0,114,1030
"ne-501",2017,NA,NA,NA,NA,NA,NA,"ne","hic normal",856,445,284,0,749,2494
"ne-502",2017,NA,NA,NA,NA,NA,NA,"ne","hic normal",322,289,78,0,242,1051
"nh-500",2017,NA,NA,NA,NA,NA,NA,"nh","hic normal",505,184,138,0,497,1324
"nh-501",2017,NA,NA,NA,NA,NA,NA,"nh","hic normal",196,191,45,4,299,813
"nh-502",2017,NA,NA,NA,NA,NA,NA,"nh","hic normal",106,192,45,5,329,677
"nj-500",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",303,48,70,0,223,644
"nj-501",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",156,212,56,0,401,825
"nj-502",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",400,44,0,0,79,531
"nj-503",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",499,296,111,0,880,1863
"nj-504",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",1379,526,40,0,1157,3102
"nj-506",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",345,32,195,0,441,1013
"nj-507",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",162,62,81,0,450,766
"nj-508",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",89,157,70,0,376,692
"nj-509",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",132,142,13,20,359,666
"nj-510",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",67,60,4,0,152,283
"nj-511",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",475,51,163,0,581,1370
"nj-512",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",4,29,0,0,0,33
"nj-513",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",105,189,7,0,297,598
"nj-514",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",282,120,249,0,605,1356
"nj-515",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",205,139,194,0,466,1004
"nj-516",2017,NA,NA,NA,NA,NA,NA,"nj","hic normal",163,108,185,0,133,589
"nm-500",2017,NA,NA,NA,NA,NA,NA,"nm","hic normal",372,310,514,0,1557,2753
"nm-501",2017,NA,NA,NA,NA,NA,NA,"nm","hic normal",740,252,286,0,1077,2355
"nv-500",2017,NA,NA,NA,NA,NA,NA,"nv","hic normal",1395,711,684,25,2440,5255
"nv-501",2017,NA,NA,NA,NA,NA,NA,"nv","hic normal",451,550,14,0,511,1526
"nv-502",2017,NA,NA,NA,NA,NA,NA,"nv","hic normal",148,51,0,0,250,449
"ny-500",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",488,137,398,12,1985,3020
"ny-501",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",56,75,228,0,237,596
"ny-503",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",317,161,115,0,847,1440
"ny-504",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",50,0,20,0,61,131
"ny-505",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",522,288,313,0,1493,2616
"ny-507",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",146,34,45,0,384,609
"ny-508",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",649,418,396,16,1255,2734
"ny-510",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",23,26,5,0,50,151
"ny-511",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",126,147,30,0,299,661
"ny-512",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",97,42,200,0,715,1054
"ny-513",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",150,170,0,15,54,389
"ny-514",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",26,80,0,0,37,143
"ny-516",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",125,0,8,0,72,205
"ny-518",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",130,71,24,0,460,685
"ny-519",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",25,10,2,0,63,100
"ny-520",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",5,0,1,0,180,186
"ny-522",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",15,60,223,0,325,623
"ny-523",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",75,36,50,0,244,405
"ny-600",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",73675,3150,2567,40,28078,107510
"ny-601",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",216,192,58,0,212,678
"ny-602",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",221,58,0,0,336,615
"ny-603",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",3080,240,132,0,2503,5971
"ny-604",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",1019,801,341,0,1396,3932
"ny-606",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",38,50,14,0,87,189
"ny-607",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",109,0,0,9,54,172
"ny-608",2017,NA,NA,NA,NA,NA,NA,"ny","hic normal",85,30,2,0,150,287
"oh-500",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",650,321,1215,0,2342,4528
"oh-501",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",640,171,298,12,1196,2317
"oh-502",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",1362,221,816,20,4004,6423
"oh-503",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",1104,125,392,0,2732,4353
"oh-504",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",173,99,40,0,379,701
"oh-505",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",405,135,186,0,1390,2116
"oh-506",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",261,194,207,22,602,1286
"oh-507",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",2231,936,886,10,3626,7709
"oh-508",2017,NA,NA,NA,NA,NA,NA,"oh","hic normal",243,85,91,0,499,918
"ok-500",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",140,73,54,0,18,285
"ok-501",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",525,298,54,25,511,1413
"ok-502",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",1093,264,50,0,868,2275
"ok-503",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",109,36,0,0,51,196
"ok-504",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",51,21,0,0,100,172
"ok-505",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",339,52,58,0,62,521
"ok-506",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",224,80,0,0,8,312
"ok-507",2017,NA,NA,NA,NA,NA,NA,"ok","hic normal",348,0,129,0,61,538
"or-500",2017,NA,NA,NA,NA,NA,NA,"or","hic normal",475,96,260,0,512,1343
"or-501",2017,NA,NA,NA,NA,NA,NA,"or","hic normal",1749,813,2083,0,4626,9271
"or-502",2017,NA,NA,NA,NA,NA,NA,"or","hic normal",170,165,104,0,559,998
"or-503",2017,NA,NA,NA,NA,NA,NA,"or","hic normal",211,61,177,0,138,596
"or-505",2017,NA,NA,NA,NA,NA,NA,"or","hic normal",1390,1185,370,0,603,3684
"or-506",2017,NA,NA,NA,NA,NA,NA,"or","hic normal",96,142,140,10,475,863
"or-507",2017,NA,NA,NA,NA,NA,NA,"or","hic normal",16,69,133,0,319,537
"pa-500",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",3652,1587,1179,85,5279,12682
"pa-501",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",213,182,95,25,200,757
"pa-502",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",322,114,266,0,351,1078
"pa-503",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",111,118,136,0,269,634
"pa-504",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",169,120,255,0,240,800
"pa-505",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",200,333,138,0,532,1203
"pa-506",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",226,262,9,0,343,840
"pa-508",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",49,118,76,4,220,467
"pa-509",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",1273,983,612,0,1396,4278
"pa-510",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",182,237,169,0,183,771
"pa-511",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",110,357,93,0,117,685
"pa-512",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",161,239,24,0,224,657
"pa-600",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",521,531,442,40,2181,3773
"pa-601",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",732,417,368,38,1064,2619
"pa-603",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",98,36,0,0,153,287
"pa-605",2017,NA,NA,NA,NA,NA,NA,"pa","hic normal",229,172,29,0,411,939
"pr-502",2017,NA,NA,NA,NA,NA,NA,"pr","hic normal",316,693,128,22,1269,2683
"pr-503",2017,NA,NA,NA,NA,NA,NA,"pr","hic normal",368,122,103,10,569,1197
"ri-500",2017,NA,NA,NA,NA,NA,NA,"ri","hic normal",726,343,328,0,1239,3348
"sc-500",2017,NA,NA,NA,NA,NA,NA,"sc","hic normal",199,178,90,0,420,895
"sc-501",2017,NA,NA,NA,NA,NA,NA,"sc","hic normal",752,250,91,13,352,1458
"sc-502",2017,NA,NA,NA,NA,NA,NA,"sc","hic normal",595,436,190,0,1068,2443
"sc-503",2017,NA,NA,NA,NA,NA,NA,"sc","hic normal",352,156,102,0,657,1267
"sd-500",2017,NA,NA,NA,NA,NA,NA,"sd","hic normal",966,390,182,0,459,1997
"tn-500",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",222,98,129,0,442,910
"tn-501",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",593,931,567,0,1352,3471
"tn-502",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",399,307,167,0,412,1285
"tn-503",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",210,144,0,0,152,506
"tn-504",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",1222,561,100,0,1200,3201
"tn-506",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",245,14,9,0,92,360
"tn-507",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",100,35,61,8,309,513
"tn-509",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",426,124,54,0,512,1116
"tn-510",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",224,45,0,0,169,449
"tn-512",2017,NA,NA,NA,NA,NA,NA,"tn","hic normal",318,100,206,0,41,665
"tx-500",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",1487,765,569,0,2168,6440
"tx-503",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",833,460,254,16,1191,2862
"tx-600",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",2421,938,422,25,2218,6779
"tx-601",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",1550,289,682,20,1742,4473
"tx-603",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",745,494,79,20,148,1486
"tx-604",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",145,78,20,3,131,377
"tx-607",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",3395,1248,883,0,1052,6578
"tx-611",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",576,79,0,0,160,815
"tx-624",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",402,0,0,0,24,426
"tx-700",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",1758,1434,1821,0,5542,10865
"tx-701",2017,NA,NA,NA,NA,NA,NA,"tx","hic normal",163,0,45,0,0,208
"ut-500",2017,NA,NA,NA,NA,NA,NA,"ut","hic normal",1415,296,623,0,2082,4539
"ut-503",2017,NA,NA,NA,NA,NA,NA,"ut","hic normal",768,118,428,0,280,1594
"ut-504",2017,NA,NA,NA,NA,NA,NA,"ut","hic normal",97,60,81,0,200,440
"va-500",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",354,298,472,16,680,1952
"va-501",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",442,155,509,0,662,1916
"va-502",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",490,0,92,0,229,811
"va-503",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",112,136,70,0,314,741
"va-504",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",87,22,22,0,67,198
"va-505",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",262,103,250,23,754,1525
"va-507",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",55,29,26,0,95,265
"va-508",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",146,26,76,0,50,308
"va-513",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",297,10,70,0,73,450
"va-514",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",163,0,154,0,118,435
"va-521",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",586,179,511,0,38,1314
"va-600",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",188,20,169,6,215,598
"va-601",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",504,256,210,0,693,1971
"va-602",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",64,30,26,0,21,141
"va-603",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",145,56,106,12,47,373
"va-604",2017,NA,NA,NA,NA,NA,NA,"va","hic normal",214,142,77,0,132,570
"vi-500",2017,NA,NA,NA,NA,NA,NA,"vi","hic normal",83,49,29,0,69,230
"vt-500",2017,NA,NA,NA,NA,NA,NA,"vt","hic normal",429,238,588,4,444,1703
"vt-501",2017,NA,NA,NA,NA,NA,NA,"vt","hic normal",220,70,115,0,165,570
"wa-500",2017,NA,NA,NA,NA,NA,NA,"wa","hic normal",3498,2902,781,45,5469,14781
"wa-501",2017,NA,NA,NA,NA,NA,NA,"wa","hic normal",2567,1649,3188,0,2203,9771
"wa-502",2017,NA,NA,NA,NA,NA,NA,"wa","hic normal",709,359,636,0,835,2664
"wa-503",2017,NA,NA,NA,NA,NA,NA,"wa","hic normal",604,296,591,0,785,2321
"wa-504",2017,NA,NA,NA,NA,NA,NA,"wa","hic normal",476,105,237,0,1456,2840
"wa-507",2017,NA,NA,NA,NA,NA,NA,"wa","hic normal",399,230,0,0,332,1001
"wa-508",2017,NA,NA,NA,NA,NA,NA,"wa","hic normal",175,274,473,0,424,1346
"wi-500",2017,NA,NA,NA,NA,NA,NA,"wi","hic normal",2118,1467,709,7,641,5010
"wi-501",2017,NA,NA,NA,NA,NA,NA,"wi","hic normal",763,273,420,70,1662,3188
"wi-502",2017,NA,NA,NA,NA,NA,NA,"wi","hic normal",194,64,50,0,110,426
"wi-503",2017,NA,NA,NA,NA,NA,NA,"wi","hic normal",347,208,188,14,852,1993
"wv-500",2017,NA,NA,NA,NA,NA,NA,"wv","hic normal",68,40,20,0,18,146
"wv-501",2017,NA,NA,NA,NA,NA,NA,"wv","hic normal",196,54,48,13,384,810
"wv-503",2017,NA,NA,NA,NA,NA,NA,"wv","hic normal",281,66,26,0,165,538
"wv-508",2017,NA,NA,NA,NA,NA,NA,"wv","hic normal",793,146,168,0,672,1994
"wy-500",2017,NA,NA,NA,NA,NA,NA,"wy","hic normal",361,337,25,0,285,1008
"ak-501",2018,NA,NA,NA,NA,NA,NA,"ak","hic normal",649,263,90,0,344,1346
"al-500",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",569,308,191,34,1768,2870
"al-501",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",298,137,60,0,203,698
"al-502",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",102,108,0,0,50,260
"al-503",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",504,27,3,0,309,843
"al-504",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",213,147,55,0,464,879
"al-505",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",149,4,0,0,8,161
"al-506",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",91,36,0,0,294,421
"al-507",2018,NA,NA,NA,NA,NA,NA,"al","hic normal",188,273,0,0,221,682
"ar-500",2018,NA,NA,NA,NA,NA,NA,"ar","hic normal",512,269,122,0,893,1804
"ar-501",2018,NA,NA,NA,NA,NA,NA,"ar","hic normal",228,226,0,0,218,672
"ar-503",2018,NA,NA,NA,NA,NA,NA,"ar","hic normal",487,87,52,0,21,647
"ar-504",2018,NA,NA,NA,NA,NA,NA,"ar","hic normal",65,6,0,0,0,71
"ar-505",2018,NA,NA,NA,NA,NA,NA,"ar","hic normal",187,12,0,0,16,215
"ar-508",2018,NA,NA,NA,NA,NA,NA,"ar","hic normal",259,24,0,0,0,283
"az-500",2018,NA,NA,NA,NA,NA,NA,"az","hic normal",944,305,562,0,1134,2945
"az-501",2018,NA,NA,NA,NA,NA,NA,"az","hic normal",760,421,693,15,1853,3742
"az-502",2018,NA,NA,NA,NA,NA,NA,"az","hic normal",2354,1862,1267,22,6268,12859
"ca-500",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",746,814,834,20,4220,6634
"ca-501",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",2116,551,227,19,9556,12469
"ca-502",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",872,752,602,12,2925,5163
"ca-503",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",891,602,732,0,2933,5158
"ca-504",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",701,324,280,0,960,2383
"ca-505",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",474,158,231,0,1092,1955
"ca-506",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",345,601,18,0,299,1308
"ca-507",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",194,208,112,0,549,1063
"ca-508",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",287,223,191,0,560,1261
"ca-509",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",72,112,0,0,254,438
"ca-510",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",525,207,34,0,564,1330
"ca-511",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",904,313,358,0,718,2293
"ca-512",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",310,370,342,0,750,2047
"ca-513",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",255,193,144,0,262,854
"ca-514",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",425,122,526,24,1308,2405
"ca-515",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",341,254,196,0,192,983
"ca-516",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",314,207,188,0,61,770
"ca-517",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",85,66,38,0,57,246
"ca-518",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",240,99,205,0,257,801
"ca-519",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",220,189,35,0,368,865
"ca-520",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",110,112,0,0,130,352
"ca-521",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",157,87,75,0,132,451
"ca-522",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",251,107,49,0,56,463
"ca-523",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",57,71,36,0,0,164
"ca-524",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",317,0,142,0,14,473
"ca-525",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",43,51,126,0,0,221
"ca-526",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",108,46,126,0,22,302
"ca-527",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",24,16,68,0,0,108
"ca-529",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",30,23,0,0,0,53
"ca-530",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",0,10,0,0,0,10
"ca-600",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",9583,4393,5428,98,19194,41785
